athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
1011,32,Male,association_football,DI,86,5160,5740.66,333.35,76.06,22,3,3.88,28.73,36,25,4.64,4.84,66.75,13.52,872.47
1011,32,Male,association_football,DI,111,6660,8488.98,258.71,58.57,21,3,5.24,28.79,47,42,5.61,6.97,76.48,18.2,1049.97
1012,26,Male,association_football,DI,94,5640,2343.05,0.0,0.0,0,0,1.81,16.15,16,2,4.92,3.11,24.93,11.22,210.87
1012,26,Male,association_football,DI,116,6960,8067.87,213.89,30.76,28,3,4.48,27.48,77,51,6.64,6.44,69.55,16.31,984.95
1012,26,Male,association_football,DI,114,6840,9641.32,217.85,4.37,21,1,4.95,25.42,101,76,5.31,7.33,84.57,19.48,1109.28
1013,28,Male,association_football,DI,112,6720,11982.34,170.02,0.0,17,0,6.3,23.56,51,69,5.43,6.52,106.99,26.75,1265.71
1013,28,Male,american_football,DI,66,3960,2010.67,235.58,179.49,18,13,1.73,28.8,26,11,7.27,6.42,30.46,5.99,482.55
1013,28,Male,association_football,DI,119,7140,6723.61,66.01,0.0,9,0,3.46,22.82,58,27,5.4,7.3,56.5,15.16,682.05
1013,28,Male,association_football,DI,71,4260,4648.68,16.55,0.0,2,0,3.6,22.14,64,45,5.41,7.53,65.47,16.27,437.01
1013,28,Male,association_football,DI,103,6180,7495.87,204.24,113.77,21,7,3.74,26.69,72,37,7.41,6.06,72.78,14.01,928.51
1013,28,Male,association_football,DI,97,5820,7710.95,161.42,30.85,21,3,4.94,26.71,113,77,7.27,7.27,79.49,18.5,892.95
1014,24,Male,association_football,DI,91,5460,6466.16,58.06,0.0,10,0,4.27,20.01,93,43,5.64,6.73,71.06,21.36,653.56
1014,24,Male,american_football,DI,140,8400,10644.22,39.64,22.92,7,3,4.52,29.85,114,63,9.99,5.59,76.03,15.15,1017.94
1014,24,Male,association_football,DI,93,5580,5597.06,114.07,0.0,13,0,2.9,24.12,93,74,9.67,9.49,60.18,12.04,632.13
1014,24,Male,association_football,DI,129,7740,7925.89,198.58,22.53,19,2,4.02,25.08,76,34,5.52,5.92,61.44,16.01,937.74
1014,24,Male,association_football,DI,89,5340,4122.98,14.84,5.86,2,1,3.22,26.16,35,20,6.12,5.2,46.33,12.31,392.1
1015,31,Male,american_football,DI-FCS,91,5460,2707.16,227.83,5.09,26,1,2.0,24.39,75,90,9.0,9.82,29.75,8.19,504.76
1015,31,Male,association_football,DI,97,5820,8394.58,119.78,0.0,8,0,5.07,22.35,49,67,5.91,6.07,86.54,22.69,879.82
1015,31,Male,association_football,DI,128,7680,7001.66,181.66,11.73,16,2,3.84,23.66,60,52,5.25,5.31,54.7,16.23,833.93
1015,31,Male,association_football,DI,121,7260,4994.09,223.3,25.53,24,3,2.91,30.32,44,26,5.96,5.16,41.27,9.58,709.92
1015,31,Male,american_football,DI,67,4020,1675.08,121.52,0.0,13,0,1.59,23.35,25,11,5.75,7.94,25.0,6.8,285.34
1016,25,Male,association_football,DI,81,4860,5554.86,80.41,0.0,2,0,3.59,27.26,29,32,4.3,5.65,68.58,13.16,576.44
1016,25,Male,association_football,DI,121,7260,7261.72,102.3,17.23,13,2,3.28,25.02,85,50,5.62,5.87,60.01,13.12,779.89
1016,25,Male,american_football,DI,155,9300,7859.15,230.71,78.15,27,6,3.24,28.47,116,36,7.71,6.3,50.7,11.39,992.89
1016,25,Male,american_football,DI,170,10200,1078.63,3.87,0.0,1,0,0.45,20.06,17,7,6.14,6.12,6.34,2.25,102.33
1017,26,Male,association_football,DI,10,600,418.36,32.66,0.0,4,0,8.43,26.69,7,5,4.94,4.87,41.84,31.58,75.12
1017,26,Male,american_football,DI-FCS,82,4920,2318.91,138.86,177.54,21,10,1.4,33.82,35,42,7.88,6.97,28.28,4.14,417.21
1017,26,Male,association_football,DI,73,4380,4145.12,98.18,31.79,13,1,3.53,29.22,44,33,5.57,7.12,56.78,12.09,490.76
1017,26,Male,american_football,DI-FCS,80,4800,1935.04,185.89,44.78,20,3,1.48,26.05,35,37,8.2,5.2,24.19,5.67,392.92
1018,34,Male,american_football,DI,148,8880,6251.15,287.64,83.08,30,9,2.58,26.43,63,18,5.87,6.25,42.24,9.75,920.0
1018,34,Male,association_football,DI,119,7140,6042.94,102.5,12.14,7,1,2.61,27.47,40,17,6.81,5.02,50.78,9.49,655.0
1018,34,Male,association_football,DI,189,11340,5223.08,0.0,0.0,0,0,1.69,19.47,57,19,7.84,4.16,27.64,8.66,470.08
1018,34,Male,association_football,DI,115,6900,7057.38,234.06,0.0,9,0,3.61,26.43,57,19,8.24,6.83,61.37,13.67,864.19
1018,34,Male,american_football,DI,44,2640,2450.44,494.05,0.0,61,0,2.9,21.53,24,3,4.17,4.34,55.69,13.48,787.52
1019,27,Male,association_football,DI,107,6420,6393.31,211.86,22.46,13,3,3.98,27.4,40,44,4.89,6.6,59.75,14.52,804.63
1019,27,Male,association_football,DI,110,6600,10646.0,611.79,115.78,53,7,6.03,30.06,76,88,5.24,8.18,96.78,20.07,1644.09
1019,27,Male,american_football,DI-FCS,135,8100,1924.9,285.58,94.76,27,8,0.8,33.93,23,5,6.37,3.81,14.26,2.37,517.29
1020,24,Male,american_football,DI-FCS,83,4980,2269.12,142.73,4.78,14,1,1.8,21.92,39,26,5.72,6.69,27.34,8.21,364.99
1020,24,Male,american_football,DI,57,3420,2735.57,332.0,29.43,33,2,2.65,27.14,65,51,8.73,6.65,47.99,9.78,619.87
1020,24,Male,american_football,DI,57,3420,2518.02,416.76,54.37,47,7,2.67,28.77,45,49,7.26,9.29,44.18,9.3,726.34
1020,24,Male,association_football,DI,104,6240,12561.71,445.12,97.07,37,7,7.41,30.51,89,95,5.14,7.96,120.79,24.29,1634.36
1020,24,Male,american_football,DI-FCS,104,6240,4561.32,591.25,63.42,48,8,2.47,27.44,113,133,9.23,7.75,43.86,9.01,1069.77
1020,24,Male,association_football,DI,91,5460,3573.69,0.0,0.0,0,0,2.95,13.96,45,13,8.75,5.06,39.27,21.14,321.63
1021,22,Male,american_football,DI,89,5340,1861.1,0.0,0.0,0,0,1.32,13.23,36,3,5.63,3.96,20.91,10.02,167.5
1021,22,Male,association_football,DI,78,4680,5956.31,64.89,0.0,8,0,4.87,20.46,56,55,5.32,6.41,76.36,23.81,610.06
1021,22,Male,association_football,DI,106,6360,4962.3,194.1,3.61,22,1,2.67,23.45,50,38,5.56,7.57,46.81,11.38,668.87
1021,22,Male,association_football,DI,100,6000,8218.24,474.69,147.37,41,13,4.84,31.28,66,56,6.32,7.37,82.18,15.46,1301.53
1022,23,Male,association_football,DI,94,5640,5347.58,123.47,12.98,7,1,3.45,21.51,39,23,5.49,7.44,56.89,16.06,611.7
1022,23,Male,association_football,DI,93,5580,8491.59,147.28,22.35,15,2,5.67,28.43,36,47,4.76,7.75,91.31,19.92,934.77
1022,23,Male,association_football,DI,98,5880,4991.9,80.83,41.07,7,2,3.38,26.19,34,33,4.23,8.42,50.94,12.9,544.7
1022,23,Male,american_football,DI,58,3480,1514.89,365.13,93.33,23,13,1.09,27.0,24,6,7.75,5.91,26.12,4.05,563.61
1023,24,Male,american_football,DI,32,1920,1235.69,164.84,0.0,18,0,2.28,23.08,11,3,5.76,6.04,38.62,9.87,294.82
1023,24,Male,american_football,DI,51,3060,2107.79,271.65,68.87,31,8,1.97,25.54,35,31,8.89,7.83,41.33,7.72,526.74
1023,24,Male,american_football,DI,69,4140,2513.03,286.74,101.65,24,7,2.28,31.92,35,16,6.25,5.74,36.42,7.14,559.72
1023,24,Male,association_football,DI,80,4800,5285.36,235.33,32.8,19,3,4.01,24.24,44,38,4.44,7.17,66.07,16.52,736.42
1024,25,Male,association_football,DI,111,6660,6627.31,17.39,0.0,1,0,4.43,24.89,79,37,5.41,4.83,59.71,17.8,614.03
1024,25,Male,association_football,DI,58,3480,2914.68,0.0,0.0,0,0,2.87,14.72,17,10,5.32,6.07,50.25,19.51,262.32
1024,25,Male,american_football,DI-FCS,92,5520,3692.73,164.04,0.0,25,0,2.51,23.88,86,83,8.74,9.15,40.14,10.51,529.66
1025,22,Male,association_football,DI,112,6720,14198.45,428.64,42.64,32,3,7.18,29.77,93,98,5.84,8.01,126.77,24.13,1739.55
1025,22,Male,association_football,DI,95,5700,6409.05,59.71,0.0,8,0,3.98,22.06,51,42,4.51,7.25,67.46,18.02,646.19
1025,22,Male,association_football,DI,117,7020,5087.28,64.92,217.42,10,9,2.33,41.86,31,9,4.92,5.39,43.48,5.58,573.4
1025,22,Male,american_football,DI-FCS,93,5580,2397.17,108.66,0.0,21,0,1.53,25.07,60,79,6.24,7.15,25.78,6.09,355.04
1025,22,Male,american_football,DI,60,3600,1239.17,199.16,4.39,18,1,1.36,26.05,20,5,8.01,4.23,20.65,5.24,330.0
1025,22,Male,association_football,DI,93,5580,3894.82,0.0,0.0,0,0,3.0,20.31,20,14,5.01,4.78,41.88,14.77,350.53
1026,29,Male,association_football,DI,93,5580,6136.19,56.01,0.0,6,0,4.17,25.78,64,48,5.09,6.41,65.98,16.18,615.64
1026,29,Male,american_football,DI,74,4440,4606.8,0.0,0.0,0,0,3.9,20.17,30,7,9.91,9.19,62.25,19.35,414.61
1026,29,Male,american_football,DI,86,5160,2077.06,10.54,0.0,2,0,1.6,19.36,67,30,6.71,4.83,24.15,8.28,200.46
1026,29,Male,american_football,DI,88,5280,3209.92,138.64,64.91,15,3,2.41,26.84,47,32,6.76,6.25,36.48,8.97,457.27
1026,29,Male,american_football,DI,76,4560,4749.37,4.65,0.0,1,0,3.38,20.73,62,40,9.37,5.61,62.49,16.32,433.75
1027,25,Male,association_football,DI,107,6420,10266.76,365.73,23.67,30,2,4.81,30.24,70,81,5.69,7.66,95.95,15.91,1321.89
1027,25,Male,association_football,DI,92,5520,1207.21,41.19,27.6,5,1,0.87,24.42,2,9,4.39,6.68,13.12,3.57,159.64
1027,25,Male,association_football,DI,104,6240,1758.18,78.79,0.0,8,0,1.07,28.91,9,16,5.12,5.89,16.91,3.72,245.88
1027,25,Male,association_football,DI,119,7140,6650.58,163.19,32.09,21,2,3.95,24.61,47,40,5.53,7.29,55.89,16.06,795.24
1027,25,Male,association_football,DI,68,4080,5583.75,87.54,0.0,9,0,5.13,20.54,83,105,5.87,6.16,82.11,24.98,598.69
1027,25,Male,american_football,DI,169,10140,1637.86,123.12,265.49,14,8,0.56,30.96,16,10,4.72,10.0,9.69,1.81,320.0
1028,27,Male,association_football,DI,96,5760,2050.77,0.0,0.0,0,0,1.39,17.69,41,23,7.82,6.49,21.36,7.85,184.57
1028,27,Male,american_football,DI,52,3120,2027.79,250.8,240.95,32,23,2.55,29.55,39,36,9.75,8.12,39.0,8.63,566.22
1028,27,Male,association_football,DI,120,7200,4395.8,0.0,0.0,0,0,2.01,17.81,40,21,7.39,7.98,36.63,11.27,395.62
1028,27,Male,association_football,DI,58,3480,6206.33,260.95,34.92,36,3,7.09,31.97,55,79,5.49,6.57,107.01,22.19,878.92
1028,27,Male,association_football,DI,81,4860,4762.2,56.4,0.0,7,0,3.55,24.53,36,44,5.09,6.8,58.79,14.46,493.1
1029,27,Male,american_football,DI-FCS,109,6540,5863.14,279.87,11.75,29,2,2.74,25.87,129,133,8.31,7.13,53.79,10.6,844.85
1029,27,Male,american_football,DI-FCS,86,5160,2556.45,102.16,0.0,9,0,1.93,24.47,54,13,6.67,5.17,29.73,7.89,340.85
1029,27,Male,association_football,DI,131,7860,4991.0,24.81,0.0,3,0,2.28,24.66,41,33,6.24,7.82,38.1,9.24,476.74
1029,27,Male,association_football,DI,90,5400,4931.5,96.18,176.41,12,5,3.53,34.75,27,27,4.87,4.1,54.79,10.17,576.27
1029,27,Male,american_football,DI,285,17100,4197.5,138.35,6.96,20,1,0.91,25.18,80,44,6.4,10.0,14.73,3.62,547.01
1029,27,Male,association_football,DI,85,5100,6339.1,25.16,0.0,5,0,4.18,21.73,44,55,5.01,6.82,74.58,19.23,603.18
1030,24,Male,association_football,DI,66,3960,4390.11,34.67,5.08,5,1,4.44,26.43,57,37,6.06,8.43,66.52,16.79,441.2
1030,24,Male,association_football,DI,98,5880,7357.06,17.15,0.0,2,0,3.96,20.59,56,67,6.2,5.83,75.07,19.23,681.2
1030,24,Male,association_football,DI,109,6540,2425.04,0.0,0.0,0,0,1.16,19.68,30,24,9.99,8.69,22.25,5.92,218.25
1031,29,Male,association_football,DI,59,3540,1995.48,0.0,0.0,0,0,2.09,12.85,6,0,4.56,0.0,33.82,16.27,179.59
1031,29,Male,association_football,DI,82,4920,4995.17,15.06,0.0,3,0,3.97,23.25,43,59,5.62,6.48,60.92,17.06,468.59
1031,29,Male,association_football,DI,290,17400,19637.22,538.9,1859.46,29,27,4.0,43.01,85,78,6.36,6.58,67.71,9.3,2418.25
1032,21,Male,association_football,DI,101,6060,11574.31,281.85,11.77,28,2,7.04,24.93,67,52,6.39,5.9,114.6,28.23,1359.6
1032,21,Male,american_football,DI,86,5160,2913.57,190.22,52.62,24,6,1.4,23.69,51,47,6.03,6.21,33.88,5.92,507.19
1032,21,Male,american_football,DI-FCS,127,7620,3804.44,71.62,0.0,7,0,1.49,20.3,51,41,7.08,8.98,29.96,7.35,420.86
1032,21,Male,association_football,DI,97,5820,7436.26,113.61,14.81,7,1,5.07,25.83,48,50,5.54,6.85,76.66,19.64,790.03
1033,26,Male,association_football,DI,88,5280,4691.5,91.67,0.0,8,0,2.95,28.19,57,41,6.13,6.02,53.31,10.47,521.49
1033,26,Male,association_football,DI,105,6300,7863.5,35.75,0.0,5,0,4.23,26.43,75,45,5.37,6.41,74.89,16.01,749.41
1033,26,Male,association_football,DI,101,6060,6411.93,245.58,51.32,28,3,4.07,24.69,51,63,7.38,6.73,63.48,16.47,866.13
1033,26,Male,association_football,DI,301,18060,18951.76,571.0,1945.6,42,30,3.59,43.01,91,85,6.79,10.0,62.96,8.34,2421.21
1033,26,Male,association_football,DI,76,4560,8707.21,396.45,95.76,44,8,6.13,32.21,108,70,6.49,7.52,114.57,19.02,1260.66
1033,26,Male,american_football,DI-FCS,79,4740,1339.66,212.5,81.36,19,10,1.26,23.96,37,30,8.27,5.87,16.96,5.26,389.99
1034,26,Male,association_football,DI,88,5280,4097.69,158.24,46.39,13,4,2.65,25.71,32,35,5.04,7.27,46.56,10.31,552.58
1034,26,Male,association_football,DI,93,5580,5314.89,437.58,156.06,51,10,3.54,35.23,85,82,7.43,8.22,57.15,10.06,1015.52
1034,26,Male,association_football,DI,93,5580,1055.48,4.17,0.0,1,0,0.76,20.8,8,20,4.48,4.23,11.35,3.63,101.03
1034,26,Male,association_football,DI,105,6300,2912.14,112.73,0.0,8,0,1.5,27.34,28,13,5.18,4.11,27.73,5.48,379.07
1034,26,Male,american_football,DI,109,6540,4105.81,129.01,4.44,14,1,2.39,27.48,130,59,7.1,7.29,37.67,8.69,516.72
1035,21,Male,american_football,DI,106,6360,3237.7,311.14,0.0,27,0,2.32,25.16,67,40,7.13,6.46,30.54,9.24,625.8
1035,21,Male,association_football,DI,128,7680,8577.23,345.97,38.37,36,4,4.82,24.95,121,88,6.4,8.39,67.01,19.32,1171.48
1035,21,Male,association_football,DI,196,11760,3021.42,5.49,0.0,1,0,1.21,21.6,9,4,6.36,7.11,15.42,5.58,278.99
1035,21,Male,association_football,DI,83,4980,8098.04,296.76,31.05,30,2,8.32,23.86,43,74,4.54,7.79,97.57,34.88,1064.6
1035,21,Male,association_football,DI,97,5820,2495.33,154.94,46.22,14,3,1.81,29.67,16,9,4.67,9.79,25.73,6.11,404.66
1035,21,Male,association_football,DI,124,7440,6340.32,19.92,0.0,3,0,2.9,20.73,35,20,5.08,5.31,51.13,14.01,594.21
1036,28,Male,american_football,DI,95,5700,2960.32,9.41,0.0,2,0,1.68,22.11,41,17,6.3,4.32,31.16,7.61,278.59
1036,28,Male,american_football,DI,61,3660,2235.42,426.55,189.63,44,14,2.53,31.65,55,37,6.72,5.07,36.65,8.0,730.17
1036,28,Male,association_football,DI,98,5880,1270.19,13.13,0.0,1,0,0.75,25.4,8,10,4.28,5.31,12.96,2.95,128.1
1036,28,Male,association_football,DI,96,5760,4673.9,65.54,0.0,6,0,2.97,26.07,41,38,6.11,4.91,48.69,11.4,491.08
1037,23,Male,association_football,DI,123,7380,7285.92,62.38,83.29,10,2,3.86,32.31,62,35,5.06,7.03,59.24,11.94,740.54
1037,23,Male,american_football,DI,46,2760,2246.24,484.36,0.0,53,0,3.18,23.48,19,8,5.69,5.59,48.83,13.52,744.65
1037,23,Male,association_football,DI,115,6900,6305.47,66.91,16.98,7,1,3.55,27.12,73,61,5.04,5.5,54.83,13.1,645.23
1037,23,Male,american_football,DI,187,11220,4409.96,8.59,20.37,2,1,1.24,26.01,25,4,6.2,3.69,23.58,4.76,412.76
1037,23,Male,american_football,DI,60,3600,2426.22,197.81,0.0,24,0,2.9,20.44,71,43,7.9,8.96,40.44,14.2,444.13
1038,32,Male,association_football,DI,126,7560,8691.78,174.86,34.2,11,3,3.46,28.46,38,47,5.71,7.92,68.98,12.17,973.43
1038,32,Male,association_football,DI,89,5340,4548.45,101.63,0.0,10,0,3.02,24.74,56,37,5.22,5.67,51.11,12.2,520.59
1038,32,Male,association_football,DI,191,11460,7897.47,276.05,162.24,35,12,2.37,33.61,88,64,6.74,6.23,41.35,7.04,1078.45
1038,32,Male,association_football,DI,120,7200,8138.69,267.12,62.41,23,5,4.52,29.58,50,50,5.52,6.36,67.82,15.27,1039.97
1038,32,Male,association_football,DI,108,6480,7958.61,486.17,158.79,41,11,4.93,35.74,69,74,5.98,8.2,73.69,13.79,1278.26
1039,19,Male,association_football,DI,73,4380,7336.68,265.03,85.09,28,11,4.63,30.59,74,71,5.6,6.26,100.5,15.14,998.53
1039,19,Male,association_football,DI,113,6780,6167.66,299.91,11.76,25,2,3.48,22.44,83,50,6.21,6.48,54.58,15.52,882.34
1039,19,Male,american_football,DI,67,4020,2047.42,219.54,20.09,20,3,1.8,27.17,21,6,7.86,4.0,30.56,6.64,435.6
1040,29,Male,association_football,DI,122,7320,8375.09,436.05,20.52,39,1,4.59,22.75,108,92,5.81,7.37,68.65,20.16,1227.17
1040,29,Male,association_football,DI,110,6600,4343.13,93.13,4.57,11,1,2.61,24.34,86,79,6.19,7.91,39.48,10.7,499.71
1040,29,Male,american_football,DI,330,19800,8898.09,367.87,148.05,42,13,2.19,28.51,149,61,5.46,8.05,26.96,7.67,1268.2
1040,29,Male,association_football,DI,115,6900,5374.06,39.12,0.0,7,0,2.82,24.73,96,125,8.99,8.49,46.73,11.39,533.02
1041,29,Male,american_football,DI-FCS,79,4740,1952.42,128.8,188.32,17,11,1.37,38.22,42,43,7.19,6.74,24.71,3.57,368.78
1041,29,Male,association_football,DI,92,5520,5001.35,75.38,5.56,5,1,3.73,29.33,49,27,6.39,5.61,54.36,12.71,531.53
1041,29,Male,association_football,DI,81,4860,4519.74,38.19,0.0,4,0,3.34,21.02,106,66,5.15,6.45,55.8,15.9,448.82
1041,29,Male,association_football,DI,111,6660,12269.16,378.64,136.55,39,10,6.23,31.01,72,90,5.85,10.0,110.53,20.1,1564.49
1041,29,Male,american_football,DI-FCS,139,8340,1561.47,305.69,230.38,35,18,0.77,35.69,24,6,6.77,3.89,11.23,2.16,555.06
1042,24,Male,association_football,DI,93,5580,7521.82,201.88,24.04,15,1,5.02,26.23,36,40,5.05,9.16,80.88,19.15,892.65
1042,24,Male,american_football,DI,97,5820,2125.67,48.06,0.0,6,0,1.39,23.9,42,60,6.16,7.99,21.91,5.82,246.84
1042,24,Male,association_football,DI,122,7320,4747.8,72.61,0.0,2,0,2.68,24.8,59,41,5.58,5.83,38.92,10.81,496.29
1042,24,Male,american_football,DI,43,2580,1993.03,93.7,0.0,13,0,2.48,23.06,51,32,8.63,7.97,46.35,10.77,290.19
